@RELATION svm_amlo_v1
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {amlo,not_amlo}

@DATA
0.027980,0.017609,3.103534,0.103548,0.170948,0.124440,0.010992,0.034049,-26.127567,2.739015,-0.108527,0.157235,-0.141877,0.158303,0.090208,0.125877,-0.140894,-0.071392,0.006568,0.077694,0.050542,0.016989,0.002207,0.064904,0.011346,0.047789,0.008267,0.064265,0.001472,0.005008,0.011373,0.026200,0.009817,0.034059,0.009688,0.011258,0.179953,0.028630,0.028293,0.072985,0.007693,0.012931,1.033062,0.384735,0.367128,0.307385,0.279799,0.235334,0.246669,0.222938,0.205403,0.217092,0.195765,0.188085,0.189928,0.014395,0.001986,0.047664,0.013599,0.028001,0.007454,0.046018,0.001289,0.004355,0.013120,0.023166,0.008201,0.013961,not_amlo
0.038753,0.025064,3.115183,0.105870,0.146609,0.309629,0.007008,0.054703,-24.095226,2.143085,0.083311,0.256457,0.026264,0.092762,0.039590,0.101090,0.059354,0.059587,-0.007999,0.013605,0.041683,0.012263,0.003830,0.044976,0.008545,0.035383,0.004923,0.090593,0.001705,0.005593,0.011038,0.034983,0.008520,0.033462,0.016564,0.011625,0.141717,0.023912,0.027032,0.232006,0.005713,0.039086,0.963850,0.377987,0.299673,0.274664,0.232803,0.224085,0.220867,0.186117,0.182681,0.183901,0.173763,0.166055,0.166490,0.010238,0.003443,0.032576,0.006854,0.022764,0.003793,0.058960,0.001486,0.004330,0.008826,0.025693,0.007429,0.013940,not_amlo
0.063566,0.013047,3.085580,0.112108,0.119733,0.651338,0.006786,0.113445,-29.983191,1.235133,0.367075,0.267880,0.090180,0.352964,0.075375,0.134465,0.047773,0.108392,0.075338,-0.033921,0.098350,0.006389,0.001703,0.047345,0.004844,0.054583,0.002531,0.067912,0.001017,0.003036,0.005714,0.030669,0.003184,0.036745,0.018212,0.008368,0.177021,0.021824,0.025825,0.189226,0.014467,0.033118,1.653579,0.362966,0.206372,0.204182,0.199497,0.175850,0.159368,0.160436,0.149280,0.152337,0.143656,0.134973,0.137360,0.005696,0.001661,0.029925,0.004388,0.022180,0.002203,0.036308,0.000831,0.002539,0.004625,0.020200,0.002765,0.010328,not_amlo
0.044495,0.001058,3.082906,0.112065,0.157876,0.285545,0.012392,0.063825,-30.145076,2.270323,-0.356495,-0.363051,-0.036795,0.256197,0.052391,-0.027293,0.018886,-0.146036,-0.126691,-0.165357,-0.193683,0.023763,0.007994,0.030825,0.018833,0.017651,0.011015,0.041014,0.007345,0.007701,0.013402,0.023707,0.009127,0.026167,0.030794,0.001320,0.245256,0.035107,0.028338,0.295039,0.007887,0.061930,1.653817,0.675135,0.617273,0.510709,0.300508,0.312670,0.285502,0.294850,0.275088,0.274226,0.285476,0.292516,0.290146,0.028125,0.012540,0.028362,0.024832,0.019526,0.016465,0.039398,0.013882,0.011962,0.014749,0.023394,0.012462,0.011516,not_amlo
0.035426,0.020560,2.946614,0.109477,0.168370,0.257996,0.014366,0.046012,-27.396668,2.962704,0.717537,0.048969,-0.175099,0.147007,0.020038,0.325159,-0.054837,0.094403,-0.045643,0.110758,-0.012473,0.021426,0.005507,0.075372,0.012511,0.020845,0.007631,0.067997,0.001271,0.006649,0.012997,0.042184,0.004825,0.037327,0.033595,0.023833,0.323679,0.044506,0.031857,0.384808,0.009174,0.063618,2.826612,0.788752,0.594580,0.427677,0.439254,0.325858,0.280902,0.255072,0.270103,0.212900,0.188268,0.188080,0.172512,0.026234,0.009134,0.051948,0.016310,0.019409,0.008999,0.059678,0.002575,0.009213,0.014056,0.036465,0.007359,0.015502,not_amlo
0.054353,0.000415,3.050518,0.145289,0.181395,0.404723,0.009770,0.072294,-31.886447,2.169688,-0.079385,0.252415,0.005051,0.173580,0.035562,0.016366,0.107746,0.035247,0.100391,0.122764,-0.063632,0.013128,0.003179,0.042080,0.008356,0.011287,0.006343,0.104212,0.002598,0.006030,0.018340,0.054344,0.004167,0.042294,0.038767,0.000440,0.224396,0.037131,0.020500,0.366957,0.006960,0.075517,1.410286,0.595281,0.474390,0.377530,0.336253,0.299174,0.268264,0.274125,0.239697,0.232371,0.233035,0.227921,0.252082,0.018955,0.004383,0.035456,0.013557,0.013592,0.009977,0.078750,0.004556,0.008946,0.022269,0.042832,0.006506,0.017822,not_amlo
0.040682,0.008700,3.141468,0.095183,0.142780,0.250722,0.008664,0.062371,-27.849576,1.856031,-0.371594,0.033212,-0.144755,0.056141,-0.139339,0.151710,-0.016173,-0.035137,-0.058390,0.034902,-0.084106,0.019719,0.015763,0.025718,0.015566,0.016776,0.017462,0.025182,0.004543,0.007868,0.016611,0.019255,0.008609,0.022125,0.014607,0.011663,0.177169,0.022568,0.031059,0.173301,0.006267,0.029450,1.306987,0.513649,0.403065,0.348623,0.296376,0.282151,0.270718,0.297379,0.290064,0.274420,0.285493,0.252429,0.229598,0.017718,0.018062,0.020943,0.017425,0.016160,0.017539,0.022451,0.006901,0.010541,0.015660,0.016017,0.010885,0.008625,not_amlo
0.034873,0.009926,3.112018,0.091222,0.145550,0.196436,0.012056,0.047526,-27.625022,3.155821,-0.117697,-0.102761,-0.121017,0.177319,-0.262089,-0.184331,-0.122585,-0.113890,-0.067504,-0.083937,-0.033690,0.025971,0.007964,0.044865,0.013892,0.017594,0.029641,0.032331,0.004741,0.007808,0.011696,0.032266,0.006282,0.026434,0.019812,0.006703,0.166472,0.027781,0.036835,0.182260,0.008574,0.036649,1.562421,0.680507,0.640461,0.466642,0.480891,0.368573,0.319804,0.320064,0.272282,0.264316,0.244718,0.227031,0.204658,0.022762,0.012431,0.030754,0.016757,0.017281,0.025375,0.022746,0.008960,0.009876,0.013447,0.023624,0.009630,0.009765,not_amlo
0.045770,0.057408,2.894605,0.116926,0.165587,0.283197,0.017049,0.057934,-25.228626,2.187307,-0.254798,-0.320634,-0.224980,-0.107189,-0.002362,-0.038478,-0.029385,-0.033053,-0.057073,0.020674,0.015802,0.018163,0.009808,0.044059,0.017957,0.021956,0.015887,0.026737,0.003677,0.009420,0.014629,0.022547,0.009342,0.029589,0.035163,0.052884,0.442584,0.040874,0.033064,0.322115,0.012252,0.056702,2.707805,0.753916,0.827362,0.595147,0.432912,0.396607,0.347296,0.347934,0.324957,0.322131,0.325220,0.313953,0.298449,0.024478,0.015755,0.046326,0.024812,0.026461,0.023667,0.029375,0.006938,0.014168,0.018752,0.027338,0.014481,0.013762,not_amlo
0.044276,0.012817,3.046234,0.103235,0.142432,0.315603,0.009374,0.066110,-25.165263,2.277152,-0.022827,0.368538,0.020534,0.227069,0.021290,-0.001011,0.034121,0.043346,0.017812,0.020224,0.000380,0.019901,0.003848,0.051323,0.011927,0.021465,0.009981,0.062585,0.003052,0.006615,0.016943,0.032950,0.005469,0.030739,0.031502,0.008979,0.250163,0.033020,0.029773,0.336445,0.004986,0.061686,1.466166,0.594525,0.604505,0.397129,0.372504,0.299284,0.273998,0.252043,0.248353,0.223966,0.219061,0.221769,0.212816,0.022732,0.005349,0.038639,0.014727,0.020327,0.012595,0.049975,0.005126,0.008282,0.016485,0.028534,0.007626,0.012984,not_amlo
0.068985,0.002003,2.984919,0.146887,0.174359,0.519004,0.010097,0.093839,-30.729132,2.060632,0.438621,0.235508,-0.088058,-0.124184,-0.042922,-0.096011,-0.116789,0.091207,0.019090,0.092080,-0.009225,0.014621,0.003176,0.036913,0.017132,0.030094,0.021020,0.055610,0.003443,0.009084,0.016344,0.022702,0.004796,0.031419,0.050980,0.002756,0.310952,0.051909,0.028409,0.468955,0.008623,0.091416,3.425999,0.742539,0.726442,0.409532,0.442431,0.387421,0.343780,0.291019,0.281726,0.219114,0.206569,0.201266,0.197021,0.018436,0.004091,0.036944,0.025061,0.032594,0.030345,0.058702,0.006381,0.013072,0.017148,0.022161,0.006080,0.017097,not_amlo
0.081358,0.003901,2.981412,0.150502,0.159593,0.578944,0.011720,0.122352,-28.928916,1.863860,-0.321243,-0.174815,0.010441,-0.095211,-0.217612,-0.217962,-0.161190,-0.226291,-0.102586,-0.192303,-0.065673,0.028845,0.007233,0.027314,0.018761,0.019696,0.014229,0.017109,0.004699,0.009406,0.012860,0.017445,0.006987,0.024890,0.078756,0.004892,0.395975,0.068133,0.030174,0.516106,0.009333,0.123532,2.844611,0.821112,0.729871,0.538195,0.359309,0.354087,0.342006,0.340212,0.328618,0.337297,0.355067,0.371007,0.355975,0.038468,0.012037,0.033829,0.026886,0.026727,0.020979,0.021577,0.008611,0.014583,0.016816,0.022087,0.011136,0.015274,not_amlo
0.065512,0.003345,3.038283,0.143032,0.170867,0.431380,0.010680,0.097085,-29.759081,1.713377,-0.477096,-0.225631,-0.210119,-0.010588,-0.050275,-0.313800,-0.059855,-0.398458,-0.308471,-0.214509,0.063092,0.013976,0.008378,0.035756,0.024539,0.030008,0.021452,0.024167,0.002903,0.007299,0.008844,0.013339,0.007159,0.027420,0.055434,0.004024,0.330542,0.059786,0.032407,0.421575,0.007523,0.106671,3.058181,0.780680,0.633177,0.580634,0.383080,0.370154,0.329746,0.357879,0.302593,0.296650,0.311336,0.400640,0.375164,0.018730,0.011996,0.034300,0.030774,0.032541,0.032083,0.028336,0.004350,0.011249,0.013375,0.015580,0.011065,0.013509,not_amlo
0.071513,0.008842,3.160320,0.147417,0.166281,0.486448,0.006959,0.105469,-28.870052,2.124013,-0.035779,0.158145,-0.035644,0.157945,-0.044963,-0.124880,-0.012251,-0.137825,-0.074230,-0.050275,-0.099151,0.023533,0.005592,0.037801,0.021830,0.023855,0.012747,0.028337,0.003697,0.006329,0.014771,0.023606,0.006482,0.028958,0.039786,0.005188,0.191804,0.035170,0.022190,0.334446,0.005515,0.078742,1.698949,0.542797,0.453805,0.399647,0.289594,0.310664,0.272744,0.253821,0.247136,0.234700,0.241937,0.248825,0.250303,0.030082,0.006604,0.033960,0.023511,0.021984,0.013272,0.019803,0.005067,0.008236,0.015905,0.020378,0.008994,0.012525,not_amlo
0.035270,0.018227,3.064034,0.107302,0.158150,0.249222,0.011989,0.049744,-26.756164,2.362121,0.327639,0.548627,-0.022417,0.225668,0.202399,0.212030,0.047136,0.087743,0.039046,0.087081,0.130049,0.008617,0.003855,0.080196,0.009477,0.030906,0.010134,0.067568,0.001528,0.004806,0.011993,0.041073,0.004557,0.040158,0.025606,0.014758,0.195944,0.033652,0.030471,0.255707,0.008169,0.051558,1.721955,0.535336,0.588185,0.359526,0.451118,0.306225,0.304931,0.270632,0.245440,0.232291,0.223045,0.216461,0.202197,0.011211,0.006575,0.062177,0.012564,0.029058,0.014265,0.051045,0.002870,0.006803,0.013493,0.039279,0.007798,0.016841,not_amlo
